# db/ai/seed/k2b-graph-standard.tsv — K2b(그래프 시드) 완료 오라클의 정본 (SoT)
#
# 내용 정본 = dev-package/sessions/K1b-ONTOLOGY-CONTENT.md §A(노드)·§B(엣지)·§E-4(검사 항목)
# 판정 정본 = Ted 판정 2026-08-25 (PLAN-SoT §9 — F-4d ❌ · F-7 ❌ · F-10 ㈏ · F-12 ㈎ · 나머지 ✅)
#
# 이 파일은 **기준**이고 db/ai/seed/k2b_concept_graph_seed.sql 은 **적재물**이다.
# 둘을 일부러 갈라 두었다 — 기준을 적재물에서 생성하면 체크가 영원히 green 인 자동통과가 된다
# (k2-coverage-standard.tsv 와 같은 이유).
#
# 형식
#   node<TAB>concept_id<TAB>kind<TAB>label<TAB>source_grade<TAB>expandable<TAB>근거
#   edge<TAB>src<TAB>relation<TAB>dst<TAB>source_grade<TAB>근거
#
# 판정은 **집합 완전일치**다. 기준에 없는 행이 DB 에 있어도 red, 기준에 있는 행이 DB 에 없어도 red.
# 특히 source_grade=6 행은 Ted 승인 목록(§F)과 따로 한 번 더 대조된다 (k2b_graph_check.py APPROVED_G6).

# ── 노드: 방법 25 + 영문 표기 2 = 27 ───────────────────────────────────────────
# expandable=f 인 셋(전처리·품질검사·유역 집계)이 §D-6 경계 4 「부모 금지 목록」의 실물이다.
node	m-grid-interp	방법	격자 보간	1	t	d9_method_term 적재 · 목업 E-04 「Lv1 (격자 보간·품질검사)」
node	m-qc	방법	품질검사	1	f	d9_method_term 적재 · 부모 금지 목록 (§D-6 경계 4)
node	m-basin-clip	방법	유역 클리핑	1	t	d9_method_term 적재 · 목업 제품 「✦ 유역 클리핑·평균」
node	m-basin-mean	방법	유역 평균	1	t	d9_method_term 적재
node	m-basin-agg	방법	유역 집계	1	f	d9_method_term 적재 · 부모 금지 목록 (F-7 ❌ 로 유지 — Ted 2026-08-25)
node	m-daily-mean	방법	일 단위 평균	1	t	d9_method_term 적재 · DM §4.2
node	m-basin-cut	방법	유역 경계로 잘라냄	1	t	d9_method_term 적재 · DM §4.2
node	m-thresh-days	방법	임계값 초과일 집계	1	t	d9_method_term 적재
node	m-regrid	방법	재격자화	1	t	d9_method_term 적재 · 목업 E-04 입력 도움말
node	m-bias-corr	방법	편의 보정	1	t	d9_method_term 적재
node	m-downscale	방법	다운스케일	1	t	d9_method_term 적재 · 목업 E-04 「0.25°→0.05° 다운스케일」
node	m-preproc	방법	전처리	1	f	d9_method_term 적재 · 부모 금지 목록 (§D-6 경계 4)
node	m-interp-mode	방법	보간 방식(선형/최근접)	1	t	d9_method_term 적재 · 목업 E-04 AI 근거
node	m-nearest	방법	최근린보간	2	t	SEED-DATA §5.1 「최근린보간 (Nearest)」 · 데이터셋 D-03 이름
node	m-nearest-en	방법	Nearest	2	t	SEED-DATA §5.1 같은 칸의 영문 표기 · 데이터셋 D-03 이름 (E1-1 의 끝점)
node	m-bilinear	방법	이중선형보간	2	t	SEED-DATA §5.1 「이중선형보간 (Bilinear)」 · 데이터셋 D-04 이름
node	m-bilinear-en	방법	Bilinear	2	t	SEED-DATA §5.1 같은 칸의 영문 표기 · 데이터셋 D-04 이름 (E1-2 의 끝점)
node	m-idw	방법	IDW	2	t	SEED-DATA §5.1 · 데이터셋 D-05 이름
node	m-cokriging	방법	Co-Kriging	2	t	SEED-DATA §5.1·§4.1 · 데이터셋 D-06 이름
node	m-regkriging	방법	Regression Kriging	2	t	SEED-DATA §5.1 「Regression Kriging / Co-Kriging」
node	m-reproject	방법	LCC→WGS84 재투영	2	t	SEED-DATA §5.1 · §4.2 「WGS84 변환」
node	m-savgol	방법	Savitzky-Golay 필터	2	t	SEED-DATA §5.1 (d=2, 23일창)
node	m-thinning	방법	source thinning	2	t	SEED-DATA §5.1 KWRA README §8
node	m-unet	방법	U-Net 공간상세화	2	t	SEED-DATA §4.2 — 엣지는 걸지 않는다 (§A.5)
node	m-dqf	방법	DQF 마스킹	2	t	SEED-DATA §5.1 식생 처리 문서
